sep=,
//Automation Builder IO Mappings Export V1.0
//Important: change only first and fourth column in Excel
*Variable,Channel name,Data type,*Description,Terminal,Device name,Device type,Device path,Parameter ID,Device Guid,
,Digital input I10,BOOL,,="2.2",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I10,3248a174-6b7a-4116-bda1-57f4bd94439a,
iLS_WheelFR_SpinPosition,Digital input I11,BOOL,-A1_2:2.3 I11 : =E+F-B26 Wheel Front Right Spin Position Limitswitch,="2.3",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I11,3248a174-6b7a-4116-bda1-57f4bd94439a,
iLS_WheelBL_SpinPosition,Digital input I12,BOOL,-A1_2:2.4 I12 : =E+F-B46 Wheel Back Left Spin Position Limitswitch,="2.4",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I12,3248a174-6b7a-4116-bda1-57f4bd94439a,
,Digital input I13,BOOL,,="2.5",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I13,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_ElectricalBypass_S1,Digital input I14,BOOL,-A1_2:2.6 I14 : =S1+A-S70 Electrical Bypass Command S1,="2.6",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I14,3248a174-6b7a-4116-bda1-57f4bd94439a,
iTravelMotorsPTC,Digital input I15,BOOL,-A1_2:2.7 I15 : =S1+F-F5 Travel Motors PTC,="2.7",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I15,3248a174-6b7a-4116-bda1-57f4bd94439a,
,Digital inputs I16 - I23,BYTE,,,S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2,3248a174-6b7a-4116-bda1-57f4bd94439a,
iF_TrolleyMotor1_Overcurrent,Digital input I16,BOOL,-A1_2:3.0 I16 : =S1+K-F11 Trolley Overcurrent Motor 1 (FL),="3.0",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I16,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_CraneOff_S1,Digital input I17,BOOL,-A1_2:3.1 I17 : =S1+A-S4 Crane Off Command S1,="3.1",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I17,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_CraneOn_NC_S1,Digital input I18,BOOL,-A1_2:3.2 I18 : =S1+A-S5-N/C Crane On (N/C) Command S1,="3.2",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I18,3248a174-6b7a-4116-bda1-57f4bd94439a,
iF_FireAlarm,Digital input I19,BOOL,-A1_2:3.3 I19 : =S1+A-F24 Fire Alarm Fuse,="3.3",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I19,3248a174-6b7a-4116-bda1-57f4bd94439a,
iF_TrolleyMotor2_Overcurrent,Digital input I20,BOOL,-A1_2:3.4 I20 : =S1+K-F12 Trolley Overcurrent Motor 2 (FR),="3.4",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I20,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_CraneOn_NO_S1,Digital input I21,BOOL,-A1_2:3.5 I21 : =S1+A-S5-N/O Crane On (N/O) Command S1,="3.5",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I21,3248a174-6b7a-4116-bda1-57f4bd94439a,
iTravelObstacleAntiCollStopFL,Digital input I22,BOOL,-A1_2:3.6 I22 : =E+F-B11 Travel Obstacle AntiCollision FL Stop (off if activated),="3.6",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I22,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_Reset_S1,Digital input I23,BOOL,-A1_2:3.7 I23 : =S1+A-S73 Reset Command S1,="3.7",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I23,3248a174-6b7a-4116-bda1-57f4bd94439a,
,Digital inputs I24 - I31,BYTE,,,S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3,3248a174-6b7a-4116-bda1-57f4bd94439a,
iEStop_EndCarr1_2,Digital input I24,BOOL,-A1_2:4.0 I24 : =E+F-S11 E-Stop Endcarriage 1-2,="4.0",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I24,3248a174-6b7a-4116-bda1-57f4bd94439a,
iC_EnableSteerAdjust_S1,Digital input I25,BOOL,-A1_2:4.1 I25 : =S1+F-S74 Enable Steering Adjustment Command S1,="4.1",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I25,3248a174-6b7a-4116-bda1-57f4bd94439a,
iFC_TrolleyBrakeOff,Digital input I26,BOOL,-A1_2:4.2 I26 : =S1+K-U1 Trolley FC Brake signal Off,="4.2",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I26,3248a174-6b7a-4116-bda1-57f4bd94439a,
iTravelObstacleAntiCollPre10_FL,Digital input I27,BOOL,-A1_2:4.3 I27 : =E+F-B11 Travel Obstacle AntiCollision FL Pre 10% (off if activated),="4.3",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I27,3248a174-6b7a-4116-bda1-57f4bd94439a,
iEStop_EndCarr3_4,Digital input I28,BOOL,-A1_2:4.4 I28 : =E+F-S12 E-Stop Endcarriage 3-4,="4.4",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I28,3248a174-6b7a-4116-bda1-57f4bd94439a,
iTravelObstacleAntiCollStopFR,Digital input I29,BOOL,-A1_2:4.5 I29 : =E+F-B21 Travel Obstacle AntiCollision FR Stop (off if activated),="4.5",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I29,3248a174-6b7a-4116-bda1-57f4bd94439a,
,Digital input I30,BOOL,,="4.6",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I30,3248a174-6b7a-4116-bda1-57f4bd94439a,
,Digital input I31,BOOL,,="4.7",S1AA1_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I31,3248a174-6b7a-4116-bda1-57f4bd94439a,
//S1AA1_3 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1)
,Digital inputs I0 - I31,DWORD,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Typ_DWord,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I0 - I15,WORD,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word0,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I16 - I31,WORD,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word1,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I0 - I7,BYTE,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iLowFuelLevel,Digital input I0,BOOL,-A1_3:1.0  I0 : =E+A-G1 Low Fuel Level,="1.0",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I0,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital input I1,BOOL,,="1.1",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I1,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_ReadyToLoad,Digital input I2,BOOL,-A1_3:1.2  I2 : =S1+A-K18 Ready To Load Contactor On,="1.2",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I2,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_DieselOn,Digital input I3,BOOL,-A1_3:1.3  I3 : =S1+A-K15 Diesel On Contactor,="1.3",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I3,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iDieselWarning,Digital input I4,BOOL,-A1_3:1.4  I4 : =E+A-G1 Diesel Warning,="1.4",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I4,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iAuxInvReady,Digital input I5,BOOL,-A1_3:1.5  I5 : =S1+A-U1 Auxiliary Inverter Ready,="1.5",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I5,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_LoadDumpOverload,Digital input I6,BOOL,-A1_3:1.6  I6 : =S1+A-K19 Load Dump Overload Contactor On,="1.6",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I6,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iAuxInvRun,Digital input I7,BOOL,-A1_3:1.7  I7 : =S1+A-U1 Auxiliary Inverter Run,="1.7",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I7,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I8 - I15,BYTE,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_SupplyAuxInv,Digital input I8,BOOL,-A1_3:2.0  I8 : =S1+A-Q5 Supply Auxiliary Inverter CB,="2.0",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I8,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_ResetEStop,Digital input I9,BOOL,-A1_3:2.1  I9 : =S1+A-K01 Reset E-Stop,="2.1",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I9,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital input I10,BOOL,,="2.2",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I10,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital input I11,BOOL,,="2.3",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I11,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iHighInputVoltage,Digital input I12,BOOL,-A1_3:2.4 I12 : =S1+A-U1 Inverter High Input Voltage,="2.4",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I12,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_Maincontactor,Digital input I13,BOOL,-A1_3:2.5 I13 : =S1+A-K1M Main Contactor On,="2.5",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I13,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iTempWarningDiesel,Digital input I14,BOOL,-A1_3:2.6 I14 : =E+A-G1 Temperature Warning Diesel,="2.6",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I14,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iTempShutdownDiesel,Digital input I15,BOOL,-A1_3:2.7 I15 : =E+A-G1 Temperature Shutdown Diesel,="2.7",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I15,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I16 - I23,BYTE,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_Hoist1Mainswitch,Digital input I16,BOOL,-A1_3:3.0 I16 : =S1+H-Q1 Hoist 1 Mainswitch CB,="3.0",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I16,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_Travel2_Mainswitch,Digital input I17,BOOL,-A1_3:3.1 I17 : =S1+F-Q11 Travel 2 Mainswitch CB,="3.1",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I17,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_IdleModeMaincontactor,Digital input I18,BOOL,-A1_3:3.2 I18 : =S1+A-K7M Idle Mode Main Contactor On,="3.2",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I18,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_IdleSupplyDrives,Digital input I19,BOOL,-A1_3:3.3 I19 : =S1+A-Q2M Idle Supply Drives CB,="3.3",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I19,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_Travel1_Mainswitch,Digital input I20,BOOL,-A1_3:3.4 I20 : =S1+F-Q1 Travel 1 Mainswitch CB,="3.4",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I20,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_TrolleyMainswitch,Digital input I21,BOOL,-A1_3:3.5 I21 : =S1+K-Q1 Trolley Mainswitch CB,="3.5",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I21,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_DrivesMainswitch,Digital input I22,BOOL,-A1_3:3.6 I22 : =S1+A-Q4 Drives Mainswitch CB,="3.6",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I22,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_Control115V_AC,Digital input I23,BOOL,-A1_3:3.7 I23 : =S1+A-Q11 Control 115VAC CB,="3.7",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I23,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
,Digital inputs I24 - I31,BYTE,,,S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_DieselSupplyMaincontactor,Digital input I24,BOOL,-A1_3:4.0 I24 : =S1+A-K6M Diesel Supply Main Contactor On,="4.0",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I24,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_MainDieselSupply,Digital input I25,BOOL,-A1_3:4.1 I25 : =S1+A-Q2 Main Diesel Supply CB,="4.1",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I25,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_ShoreSupplyInterlock,Digital input I26,BOOL,-A1_3:4.2 I26 : =S1+A-K8 Shore Supply Interlock Contactor On,="4.2",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I26,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_MaincontactorOn,Digital input I27,BOOL,-A1_3:4.3 I27 : =S1+A-K3 Main Contactor On Control relay,="4.3",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I27,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iK_ShoreSupplyPluggedIn,Digital input I28,BOOL,-A1_3:4.4 I28 : =S1+A-K8M Shore Supply Plugged In Contactor On,="4.4",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I28,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iQ_AuxShoreSupply,Digital input I29,BOOL,-A1_3:4.5 I29 : =S1+A-Q3 Auxiliary Shore Supply CB,="4.5",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I29,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iF_24V_DC_SupplyF8,Digital input I30,BOOL,-A1_3:4.6 I30 : =S1+A-F8 Control Voltage 24V DC supply F8,="4.6",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I30,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
iC_IdleModeBypass_S1,Digital input I31,BOOL,-A1_3:4.7 I31 : =S1+A-S11 Idle Mode Bypass Command S1,="4.7",S1AA1_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I31,e713a3ff-eb1d-4d30-b6a2-13095f014f78,
//S1AA1_4 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1)
,Digital inputs I0 - I31,DWORD,,,S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Typ_DWord,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital inputs I0 - I15,WORD,,,S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word0,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital inputs I16 - I31,WORD,,,S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word1,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital inputs I0 - I7,BYTE,,,S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0,8ae96225-1e4e-4aba-8393-015f111db3ac,
iFC_TrolleyReady,Digital input I0,BOOL,-A1_4:1.0  I0 : =S1+K-U1 Trolley FC Ready signal,="1.0",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I0,8ae96225-1e4e-4aba-8393-015f111db3ac,
iTravelObstacleAntiCollPre10_FR,Digital input I1,BOOL,-A1_4:1.1  I1 : =E+F-B21 Travel Obstacle AntiCollision FR Pre 10% (off if activated),="1.1",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I1,8ae96225-1e4e-4aba-8393-015f111db3ac,
iTravelObstacleAntiCollStopBL,Digital input I2,BOOL,-A1_4:1.2  I2 : =E+F-B41 Travel Obstacle AntiCollision BL Stop (off if activated),="1.2",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I2,8ae96225-1e4e-4aba-8393-015f111db3ac,
iFC_Travel2_Ready,Digital input I3,BOOL,-A1_4:1.3  I3 : =S1+F-U2 Travel 2 FC Ready signal,="1.3",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I3,8ae96225-1e4e-4aba-8393-015f111db3ac,
iTravelObstacleAntiCollPre10_BL,Digital input I4,BOOL,-A1_4:1.4  I4 : =E+F-B41 Travel Obstacle AntiCollision BL Pre 10% (off if activated),="1.4",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I4,8ae96225-1e4e-4aba-8393-015f111db3ac,
iTravelObstacleAntiCollStopBR,Digital input I5,BOOL,-A1_4:1.5  I5 : =E+F-B31 Travel Obstacle AntiCollision BR Stop (off if activated),="1.5",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I5,8ae96225-1e4e-4aba-8393-015f111db3ac,
iTravelObstacleAntiCollPre10_BR,Digital input I6,BOOL,-A1_4:1.6  I6 : =E+F-B31 Travel Obstacle AntiCollision BR Pre 10% (off if activated),="1.6",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I6,8ae96225-1e4e-4aba-8393-015f111db3ac,
iFC_Travel1_Ready,Digital input I7,BOOL,-A1_4:1.7  I7 : =S1+F-U1 Travel 1 FC Ready signal,="1.7",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I7,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital inputs I8 - I15,BYTE,,,S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1,8ae96225-1e4e-4aba-8393-015f111db3ac,
iK_IdleModeSupplyDrives,Digital input I8,BOOL,-A1_4:2.0  I8 : =S1+A-K2M Idle Mode Supply Drives Contactor On,="2.0",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I8,8ae96225-1e4e-4aba-8393-015f111db3ac,
iFC_Hoist1_BrakeOff,Digital input I9,BOOL,-A1_4:2.1  I9 : =S1+H-U1 Hoist 1 FC Brake Off signal,="2.1",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I9,8ae96225-1e4e-4aba-8393-015f111db3ac,
iF_EHouseAirCon2,Digital input I10,BOOL,-A1_4:2.2 I10 : =S1+R-F37 E-House Air Conditioning 2 Supply,="2.2",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I10,8ae96225-1e4e-4aba-8393-015f111db3ac,
iLS_DieselInterlock,Digital input I11,BOOL,-A1_4:2.3 I11 : =S1+A-B2 Diesel Interlock Door Limitswitch,="2.3",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I11,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital input I12,BOOL,,="2.4",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I12,8ae96225-1e4e-4aba-8393-015f111db3ac,
,Digital input I13,BOOL,,="2.5",S1AA1_4,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I13,8ae96225-1e4e-4aba-8393-015f111db3ac,
